,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
3015,FQ32742,Arizona,7553.936525,No,Basic,Doctor,1/24/2011,Employed,M,38008.0,Urban,Divorced,68.0,12.0,40.0,4.0,2.0,Personal Auto,Personal L2,Offer2,Agent,321.789644,Four-Door Car,Medsize
3016,CE72177,California,5461.548993,No,Basic,High School or Below,1/7/2011,Employed,F,39626.0,Suburban,Married,69.0,23.0,0.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,485.705851,Four-Door Car,Large
3017,WP51328,Oregon,4744.967459,No,Basic,Doctor,2/19/2011,Employed,M,20698.0,Urban,Single,68.0,21.0,72.0,5.0,5.0,Personal Auto,Personal L3,Offer4,Branch,248.422693,Two-Door Car,Medsize
3018,LM63497,Oregon,2935.838245,No,Extended,College,2/6/2011,Unemployed,F,0.0,Suburban,Single,82.0,11.0,35.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,590.4,Four-Door Car,Medsize
3019,RV97631,Oregon,15328.45723,No,Extended,College,2/12/2011,Unemployed,F,0.0,Suburban,Married,138.0,1.0,34.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,688.828746,SUV,Small
3020,HK40573,California,14382.56463,No,Extended,College,1/8/2011,Employed,M,52174.0,Urban,Married,121.0,22.0,25.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,403.737293,SUV,Medsize
3021,SQ35375,Oregon,5054.334903,No,Basic,Doctor,2/20/2011,Employed,F,22241.0,Suburban,Married,63.0,1.0,1.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Web,343.159148,Four-Door Car,Medsize
3022,VV61641,Oregon,18726.15325,No,Premium,High School or Below,2/27/2011,Unemployed,F,0.0,Suburban,Single,185.0,7.0,47.0,2.0,2.0,Personal Auto,Personal L1,Offer1,Agent,1543.932434,SUV,Medsize
3023,IS12901,Arizona,5968.118877,No,Basic,Bachelor,1/27/2011,Employed,F,90972.0,Urban,Married,74.0,3.0,47.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize
3024,EP18940,Oregon,9472.973811,No,Extended,Bachelor,1/1/2011,Unemployed,F,0.0,Suburban,Married,86.0,30.0,32.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,412.8,Four-Door Car,Medsize
3025,IZ50034,Washington,8062.546117,No,Basic,College,2/14/2011,Employed,M,42124.0,Suburban,Married,101.0,3.0,78.0,0.0,6.0,Personal Auto,Personal L2,Offer4,Branch,484.8,SUV,Medsize
3026,GP20408,Oregon,3808.122147,Yes,Extended,College,1/28/2011,Employed,F,94903.0,Suburban,Married,94.0,3.0,38.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,451.2,Two-Door Car,Small
3027,IK99137,Washington,5515.41017,No,Extended,Bachelor,2/28/2011,Unemployed,M,0.0,Suburban,Divorced,79.0,5.0,62.0,0.0,7.0,Special Auto,Special L2,Offer2,Web,379.2,Four-Door Car,Small
3028,EP82214,Arizona,26180.80528,No,Extended,High School or Below,1/7/2011,Employed,F,68189.0,Urban,Married,82.0,10.0,17.0,1.0,2.0,Special Auto,Special L2,Offer2,Branch,343.121192,Four-Door Car,Medsize
3029,FX26050,Oregon,22712.02364,No,Basic,Doctor,1/16/2011,Disabled,M,14119.0,Rural,Married,67.0,4.0,53.0,0.0,2.0,Special Auto,Special L1,Offer4,Agent,68.019973,Two-Door Car,Medsize
3030,OH76118,Washington,2767.499996,No,Basic,High School or Below,1/27/2011,Unemployed,F,0.0,Rural,Married,72.0,27.0,60.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,22.326388,Four-Door Car,Medsize
3031,LL96228,Oregon,14091.19449,No,Basic,Master,2/25/2011,Employed,M,99823.0,Rural,Married,116.0,2.0,64.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,250.183388,SUV,Medsize
3032,QC35222,California,2683.470677,No,Basic,Bachelor,1/1/2011,Employed,F,48269.0,Urban,Married,69.0,3.0,79.0,3.0,1.0,Corporate Auto,Corporate L2,Offer3,Web,282.151207,Four-Door Car,Medsize
3033,PA38372,Washington,9357.737821,No,Premium,High School or Below,1/13/2011,Employed,F,33060.0,Rural,Married,117.0,19.0,91.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,56.731578,Four-Door Car,Medsize
3034,YM98727,California,12981.52926,No,Premium,High School or Below,1/27/2011,Employed,F,39843.0,Suburban,Married,109.0,5.0,97.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Agent,523.2,Four-Door Car,Small
3035,VR66049,Washington,6689.022728,Yes,Extended,High School or Below,2/13/2011,Employed,M,56980.0,Suburban,Married,84.0,33.0,70.0,0.0,7.0,Corporate Auto,Corporate L3,Offer2,Agent,599.000883,Two-Door Car,Medsize
3036,OY74069,Arizona,3538.059456,No,Basic,College,1/15/2011,Unemployed,F,0.0,Suburban,Single,67.0,12.0,67.0,5.0,7.0,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medsize
3037,OL72737,Oregon,3102.789546,No,Extended,High School or Below,2/4/2011,Employed,F,21235.0,Urban,Married,79.0,18.0,56.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,244.23135,Two-Door Car,Medsize
3038,HP55853,California,22332.43946,Yes,Extended,College,1/11/2011,Employed,M,49078.0,Suburban,Single,97.0,10.0,3.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Branch,484.013411,Four-Door Car,Medsize
3039,BM92346,California,3919.366722,Yes,Extended,High School or Below,1/5/2011,Employed,F,66676.0,Suburban,Married,97.0,0.0,40.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small
3040,WL72919,California,4974.8733,No,Basic,College,1/8/2011,Employed,F,48139.0,Suburban,Single,63.0,9.0,41.0,0.0,9.0,Personal Auto,Personal L1,Offer3,Call Center,329.494,Four-Door Car,Medsize
3041,CP27565,Oregon,12036.62051,Yes,Basic,Bachelor,2/10/2011,Employed,M,44428.0,Suburban,Single,104.0,17.0,61.0,0.0,2.0,Special Auto,Special L3,Offer1,Call Center,499.2,SUV,Medsize
3042,RQ94849,California,2387.858281,No,Basic,College,2/13/2011,Unemployed,M,0.0,Suburban,Single,67.0,23.0,88.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,482.4,Four-Door Car,Medsize
3043,TY59969,Arizona,2402.172069,No,Basic,College,2/2/2011,Employed,M,43246.0,Rural,Single,62.0,19.0,89.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,52.435202,Four-Door Car,Medsize
3044,HD82971,Arizona,3136.082008,No,Extended,High School or Below,1/15/2011,Unemployed,F,0.0,Suburban,Single,89.0,15.0,83.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,640.8,Four-Door Car,Medsize
3045,SO40738,California,9406.381948,No,Basic,High School or Below,2/10/2011,Employed,F,99189.0,Rural,Single,117.0,27.0,27.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Web,75.302707,SUV,Medsize
3046,GH49378,California,5059.325681,No,Basic,Bachelor,2/18/2011,Employed,F,67371.0,Rural,Married,63.0,25.0,14.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,86.599774,Four-Door Car,Medsize
3047,MD43085,Oregon,3975.321516,No,Premium,Doctor,2/8/2011,Employed,F,67895.0,Urban,Married,101.0,25.0,27.0,4.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,403.937672,Four-Door Car,Medsize
3048,VK48036,Oregon,5511.491102,No,Basic,College,1/19/2011,Employed,F,79027.0,Suburban,Single,70.0,13.0,37.0,0.0,5.0,Corporate Auto,Corporate L1,Offer1,Agent,336.0,Four-Door Car,Medsize
3049,GQ20713,Nevada,4834.710493,Yes,Basic,College,1/31/2011,Employed,F,38713.0,Suburban,Divorced,66.0,31.0,69.0,4.0,6.0,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize
3050,WM19967,California,19884.91592,No,Basic,College,1/12/2011,Employed,F,63755.0,Urban,Married,62.0,28.0,40.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,291.860708,Two-Door Car,Medsize
3051,XF92956,Oregon,2448.859093,No,Basic,High School or Below,1/15/2011,Unemployed,M,0.0,Suburban,Single,68.0,35.0,52.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,489.6,Four-Door Car,Medsize
3052,WB12017,California,18321.86647,No,Basic,College,1/3/2011,Employed,F,21189.0,Suburban,Divorced,66.0,4.0,2.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,316.8,Two-Door Car,Medsize
3053,YO81676,Oregon,2142.892273,No,Basic,Bachelor,1/23/2011,Unemployed,M,0.0,Suburban,Single,65.0,3.0,71.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Web,686.774939,Two-Door Car,Medsize
3054,KN27565,Oregon,7639.670244,No,Basic,Master,1/23/2011,Employed,M,34075.0,Rural,Single,196.0,8.0,87.0,0.0,1.0,Special Auto,Special L2,Offer3,Agent,451.896687,Luxury SUV,Small
3055,KB18303,California,8658.863813,Yes,Basic,College,2/7/2011,Employed,M,62464.0,Urban,Married,109.0,23.0,45.0,0.0,4.0,Corporate Auto,Corporate L1,Offer2,Agent,400.181882,Sports Car,Medsize
3056,RQ72272,Arizona,2814.2088,No,Basic,College,2/11/2011,Employed,M,94304.0,Urban,Divorced,71.0,31.0,41.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,182.815897,Two-Door Car,Medsize
3057,UQ41461,Washington,4570.673702,No,Basic,Bachelor,1/27/2011,Disabled,F,27538.0,Urban,Divorced,63.0,10.0,6.0,4.0,3.0,Personal Auto,Personal L2,Offer1,Call Center,285.843893,Four-Door Car,Medsize
3058,QJ93301,Nevada,4053.373793,No,Premium,Master,1/11/2011,Employed,M,44661.0,Urban,Married,101.0,2.0,1.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,436.836944,Two-Door Car,Medsize
3059,RY92647,California,10506.77172,No,Extended,Bachelor,1/13/2011,Unemployed,F,0.0,Suburban,Married,92.0,15.0,36.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,546.524896,Four-Door Car,Medsize
3060,QA41472,Oregon,13355.48637,No,Basic,Bachelor,1/14/2011,Employed,M,34495.0,Urban,Married,113.0,27.0,29.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,389.673944,SUV,Medsize
3061,KK38827,California,4170.687348,Yes,Basic,Master,1/17/2011,Employed,F,29462.0,Suburban,Single,107.0,28.0,23.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large
3062,AJ32539,Oregon,2829.312319,No,Basic,Bachelor,2/27/2011,Employed,M,25860.0,Suburban,Married,72.0,12.0,46.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize
3063,JG30837,Oregon,4163.79336,No,Basic,College,1/19/2011,Disabled,M,11689.0,Suburban,Divorced,117.0,7.0,46.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,561.6,SUV,Medsize
3064,JL70559,Arizona,5310.861767,No,Basic,College,2/2/2011,Unemployed,F,0.0,Suburban,Married,72.0,17.0,11.0,1.0,3.0,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small
3065,QB86817,Oregon,7446.812516,No,Extended,High School or Below,1/15/2011,Employed,F,98235.0,Urban,Divorced,93.0,21.0,68.0,0.0,8.0,Personal Auto,Personal L1,Offer2,Agent,377.422029,Four-Door Car,Medsize
3066,DE59454,Nevada,2557.585549,No,Basic,Bachelor,2/7/2011,Employed,M,72202.0,Suburban,Married,63.0,12.0,13.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,453.6,Two-Door Car,Small
3067,MC85738,California,14635.45158,Yes,Extended,Bachelor,2/27/2011,Unemployed,F,0.0,Suburban,Divorced,139.0,5.0,56.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize
3068,PM19162,Oregon,14536.78759,No,Basic,Bachelor,1/16/2011,Employed,M,25805.0,Suburban,Divorced,66.0,25.0,0.0,2.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,375.866091,Four-Door Car,Medsize
3069,LD22387,California,6225.022266,No,Extended,High School or Below,1/16/2011,Employed,F,53078.0,Urban,Married,79.0,29.0,81.0,2.0,8.0,Corporate Auto,Corporate L3,Offer2,Branch,200.97608,Four-Door Car,Medsize
3070,SP56326,Arizona,7452.998789,No,Premium,High School or Below,1/1/2011,Medical Leave,F,12195.0,Suburban,Divorced,101.0,29.0,35.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Branch,670.581817,Four-Door Car,Medsize
3071,VY75186,California,2242.244448,No,Basic,College,1/21/2011,Unemployed,M,0.0,Rural,Divorced,65.0,18.0,48.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,85.612463,Four-Door Car,Medsize
3072,JL95389,California,15558.44195,No,Basic,Bachelor,1/2/2011,Employed,F,62922.0,Suburban,Married,194.0,26.0,80.0,0.0,7.0,Corporate Auto,Corporate L3,Offer1,Agent,1121.633645,Luxury Car,Medsize
3073,UM44109,Oregon,7908.452072,No,Basic,College,1/24/2011,Employed,M,94303.0,Rural,Married,65.0,16.0,9.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,149.688222,Four-Door Car,Medsize
3074,HS88081,California,6480.681366,No,Extended,High School or Below,1/10/2011,Employed,F,42846.0,Urban,Married,81.0,14.0,42.0,0.0,4.0,Corporate Auto,Corporate L1,Offer1,Branch,286.142521,Four-Door Car,Medsize
3075,XK64261,Oregon,4762.8179,No,Basic,Bachelor,1/12/2011,Employed,M,65795.0,Rural,Single,62.0,2.0,85.0,1.0,3.0,Corporate Auto,Corporate L3,Offer3,Call Center,49.011099,Two-Door Car,Medsize
3076,KU29408,Washington,9075.768214,Yes,Basic,Master,1/26/2011,Employed,M,37722.0,Rural,Single,116.0,8.0,23.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Agent,158.077504,Sports Car,Medsize
3077,MN98042,California,7901.697919,No,Basic,College,2/1/2011,Employed,M,62291.0,Suburban,Married,100.0,1.0,53.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Web,480.0,Sports Car,Medsize
3078,OM73267,California,5229.445752,No,Basic,High School or Below,1/11/2011,Employed,F,69545.0,Suburban,Married,65.0,17.0,97.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Call Center,312.0,Four-Door Car,Medsize
3079,RR73059,California,2994.351694,No,Basic,College,1/29/2011,Employed,F,55911.0,Urban,Married,74.0,7.0,40.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Web,187.934331,Four-Door Car,Medsize
3080,MY31220,California,8997.040244,No,Premium,College,1/15/2011,Employed,F,54230.0,Suburban,Married,112.0,10.0,21.0,0.0,9.0,Personal Auto,Personal L2,Offer2,Agent,537.6,Two-Door Car,Medsize
3081,UD77728,Arizona,5657.806998,No,Basic,Bachelor,2/26/2011,Employed,F,23550.0,Urban,Married,72.0,17.0,3.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,222.751524,Four-Door Car,Medsize
3082,DO48071,California,2795.410029,No,Basic,College,1/31/2011,Employed,F,40516.0,Rural,Married,70.0,21.0,31.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,137.168874,Two-Door Car,Small
3083,UR56056,Oregon,10881.77039,No,Extended,Bachelor,2/6/2011,Employed,M,73268.0,Rural,Married,137.0,30.0,35.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Agent,41.139806,SUV,Medsize
3084,JB32090,California,3045.05813,No,Extended,High School or Below,1/6/2011,Employed,F,53441.0,Suburban,Married,76.0,11.0,78.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,364.8,Two-Door Car,Medsize
3085,IS12075,California,5100.088201,No,Basic,High School or Below,1/26/2011,Unemployed,F,0.0,Suburban,Single,71.0,9.0,2.0,1.0,7.0,Corporate Auto,Corporate L1,Offer3,Web,653.726919,Four-Door Car,Small
3086,VW70435,Oregon,4929.549699,Yes,Basic,Bachelor,1/26/2011,Employed,M,25632.0,Suburban,Married,63.0,27.0,52.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize
3087,LI76661,Oregon,7443.83286,No,Extended,Bachelor,1/7/2011,Employed,M,89285.0,Urban,Married,93.0,17.0,11.0,0.0,4.0,Corporate Auto,Corporate L3,Offer4,Call Center,243.547316,Two-Door Car,Medsize
3088,ZB32409,California,2242.226055,No,Basic,Bachelor,2/11/2011,Unemployed,F,0.0,Suburban,Single,67.0,15.0,75.0,3.0,1.0,Personal Auto,Personal L1,Offer1,Agent,618.355883,Four-Door Car,Medsize
3089,CQ72935,Arizona,4974.801539,Yes,Basic,Bachelor,1/18/2011,Employed,M,75644.0,Suburban,Divorced,65.0,5.0,68.0,3.0,9.0,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,Medsize
3090,WN91943,California,12948.39854,No,Premium,College,1/21/2011,Employed,M,30763.0,Suburban,Single,111.0,28.0,19.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Agent,1072.532443,Four-Door Car,Medsize
3091,EM29359,Nevada,7126.596501,No,Basic,College,2/3/2011,Medical Leave,M,17483.0,Suburban,Married,183.0,24.0,63.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Web,1317.6,Luxury Car,Large
3092,ZE17448,Oregon,3455.23067,No,Extended,College,2/4/2011,Employed,M,68401.0,Urban,Divorced,88.0,14.0,14.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,242.254164,Four-Door Car,Medsize
3093,VZ66567,California,3748.14406,No,Basic,Bachelor,1/27/2011,Unemployed,M,0.0,Suburban,Divorced,106.0,24.0,27.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,508.8,SUV,Large
3094,CP19929,California,2242.574431,No,Basic,Bachelor,2/10/2011,Unemployed,F,0.0,Suburban,Single,63.0,31.0,99.0,1.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,453.6,Two-Door Car,Medsize
3095,SD77009,California,8334.359986,No,Extended,College,2/21/2011,Unemployed,M,0.0,Suburban,Single,136.0,7.0,61.0,2.0,3.0,Personal Auto,Personal L3,Offer3,Web,979.2,SUV,Medsize
3096,ZM42260,Arizona,8005.964669,No,Basic,College,2/20/2011,Employed,M,63357.0,Suburban,Married,101.0,26.0,42.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Agent,565.508572,SUV,Medsize
3097,AN57220,Oregon,17263.64048,No,Basic,Bachelor,2/28/2011,Employed,F,96917.0,Rural,Married,61.0,24.0,2.0,0.0,2.0,Special Auto,Special L3,Offer4,Web,71.942176,Four-Door Car,Medsize
3098,HF95739,California,8555.887254,No,Extended,High School or Below,1/29/2011,Unemployed,M,0.0,Suburban,Single,81.0,6.0,49.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,583.2,Four-Door Car,Medsize
3099,VZ59523,Arizona,5704.977144,No,Basic,Doctor,1/21/2011,Employed,M,50695.0,Rural,Married,71.0,31.0,30.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Call Center,110.567069,Two-Door Car,Large
3100,OY38576,Oregon,9277.233839,No,Basic,High School or Below,1/11/2011,Employed,F,71416.0,Suburban,Divorced,116.0,10.0,0.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize
3101,NC76877,California,4905.127076,No,Basic,Bachelor,2/3/2011,Employed,F,88043.0,Urban,Married,61.0,2.0,43.0,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Web,188.717606,Four-Door Car,Small
3102,ZS35830,Oregon,2685.901421,No,Basic,College,1/1/2011,Employed,F,58166.0,Rural,Married,67.0,3.0,19.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,91.914969,Four-Door Car,Medsize
3103,LQ68252,Oregon,3738.436222,No,Basic,High School or Below,2/11/2011,Retired,M,27208.0,Suburban,Single,102.0,10.0,65.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,489.6,SUV,Medsize
3104,GW14109,California,38496.94701,No,Extended,High School or Below,2/2/2011,Employed,F,48409.0,Urban,Single,124.0,13.0,60.0,0.0,2.0,Special Auto,Special L3,Offer1,Agent,345.211703,SUV,Medsize
3105,YR34689,California,11318.13083,No,Extended,High School or Below,1/13/2011,Employed,F,79270.0,Suburban,Married,95.0,28.0,61.0,3.0,2.0,Personal Auto,Personal L1,Offer2,Branch,456.0,Four-Door Car,Medsize
3106,DR38127,California,8573.463947,No,Premium,College,1/10/2011,Employed,M,46703.0,Suburban,Single,108.0,0.0,48.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Branch,678.100487,Four-Door Car,Small
3107,WY65854,Oregon,9085.204991,No,Extended,Bachelor,1/27/2011,Unemployed,F,0.0,Rural,Married,82.0,14.0,27.0,2.0,2.0,Personal Auto,Personal L3,Offer3,Agent,146.757086,Four-Door Car,Large
3108,WK18603,California,5272.518472,No,Basic,Doctor,2/18/2011,Employed,M,85607.0,Rural,Single,66.0,26.0,1.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize
3109,MX28412,Oregon,2575.3237,No,Basic,College,1/13/2011,Medical Leave,F,28700.0,Suburban,Married,68.0,2.0,65.0,3.0,1.0,Personal Auto,Personal L2,Offer4,Web,326.4,Four-Door Car,Medsize
3110,RX14132,California,7228.005386,No,Basic,High School or Below,1/6/2011,Employed,M,25926.0,Suburban,Married,61.0,28.0,68.0,0.0,2.0,Personal Auto,Personal L1,Offer4,Agent,292.8,Two-Door Car,Small
3111,VG16827,California,4626.801093,Yes,Basic,Master,1/16/2011,Employed,F,79487.0,Suburban,Divorced,114.0,20.0,87.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize
3112,HK28125,California,24337.38181,No,Extended,High School or Below,1/4/2011,Unemployed,M,0.0,Suburban,Single,85.0,5.0,15.0,1.0,2.0,Personal Auto,Personal L2,Offer2,Agent,612.0,Four-Door Car,Medsize
3113,CJ97736,Oregon,5828.1822,No,Basic,College,2/16/2011,Employed,F,31364.0,Suburban,Married,74.0,28.0,47.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small
3114,TQ73726,Oregon,7587.337272,No,Basic,Bachelor,2/7/2011,Unemployed,M,0.0,Suburban,Married,69.0,17.0,60.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,460.741097,Two-Door Car,Medsize
3115,QV24282,California,5363.531017,No,Basic,Bachelor,1/20/2011,Employed,F,43879.0,Urban,Single,69.0,19.0,60.0,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Branch,242.133552,Four-Door Car,Medsize
3116,HP27902,Arizona,23536.74767,No,Basic,Bachelor,1/9/2011,Employed,F,33747.0,Urban,Married,199.0,29.0,95.0,0.0,2.0,Corporate Auto,Corporate L2,Offer3,Branch,832.701335,Luxury Car,Medsize
3117,PK58026,Nevada,5736.45893,No,Basic,Bachelor,2/2/2011,Employed,F,96917.0,Suburban,Married,71.0,31.0,16.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,373.047039,Two-Door Car,Medsize
3118,GB12561,Oregon,7276.340609,No,Basic,College,2/27/2011,Unemployed,F,0.0,Suburban,Single,108.0,11.0,84.0,2.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Sports Car,Medsize
3119,MD45928,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/2011,Employed,F,59207.0,Suburban,Single,116.0,23.0,21.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize
3120,MY23958,California,7577.065297,No,Basic,Bachelor,2/6/2011,Unemployed,M,0.0,Suburban,Single,116.0,20.0,9.0,2.0,6.0,Personal Auto,Personal L3,Offer2,Branch,835.2,Sports Car,Medsize
3121,MM10866,California,8609.158215,Yes,Basic,Bachelor,1/14/2011,Employed,F,79090.0,Urban,Married,107.0,2.0,74.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,289.040734,SUV,Medsize
3122,EO38569,Washington,2195.295372,No,Basic,High School or Below,2/13/2011,Unemployed,F,0.0,Suburban,Single,62.0,30.0,29.0,1.0,1.0,Personal Auto,Personal L2,Offer1,Web,446.4,Four-Door Car,Large
3123,JL86651,Nevada,11785.04181,No,Premium,College,1/27/2011,Employed,M,90016.0,Rural,Married,102.0,28.0,34.0,4.0,2.0,Personal Auto,Personal L2,Offer1,Web,20.405935,Four-Door Car,Medsize
3124,EN38348,Oregon,23207.26972,No,Extended,High School or Below,1/16/2011,Employed,F,45039.0,Rural,Married,96.0,27.0,94.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,192.144838,Four-Door Car,Large
3125,EP93369,Arizona,8510.525936,No,Extended,College,1/8/2011,Unemployed,F,0.0,Suburban,Single,121.0,5.0,94.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,871.2,Sports Car,Medsize
3126,UH22701,Oregon,9726.551005,No,Extended,Master,1/1/2011,Employed,F,72236.0,Suburban,Married,80.0,2.0,29.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,518.064733,Four-Door Car,Medsize
3127,DJ93289,California,4887.344366,No,Basic,High School or Below,2/26/2011,Employed,F,66707.0,Rural,Married,61.0,19.0,24.0,0.0,8.0,Personal Auto,Personal L3,Offer4,Agent,71.980757,Two-Door Car,Large
3128,FQ89652,Oregon,7017.145586,No,Basic,College,2/26/2011,Unemployed,F,0.0,Suburban,Single,103.0,29.0,91.0,0.0,6.0,Special Auto,Special L2,Offer1,Agent,741.6,SUV,Medsize
3129,SZ16483,Arizona,4361.372941,No,Premium,High School or Below,2/4/2011,Employed,F,79583.0,Suburban,Married,109.0,12.0,76.0,2.0,1.0,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize
